Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
BRITISH JOURNAL OF ANAESTHESIA,BRIT J ANAESTH,ELSEVIER SCI LTD,0007-0912,1471-6771,ANESTHESIOLOGY,SCIE,"27,760",9.1,Q1,2.78,77.80%
International Journal of Contemporary Hospitality Management,INT J CONTEMP HOSP M,EMERALD GROUP PUBLISHING LTD,0959-6119,1757-1049,"HOSPITALITY, LEISURE, SPORT & TOURISM",SSCI,"15,139",9.1,Q1,2.4,3.22%
International Journal of Contemporary Hospitality Management,INT J CONTEMP HOSP M,EMERALD GROUP PUBLISHING LTD,0959-6119,1757-1049,MANAGEMENT,SSCI,"15,139",9.1,Q1,2.4,3.22%
LEADERSHIP QUARTERLY,LEADERSHIP QUART,ELSEVIER SCIENCE INC,1048-9843,1873-3409,MANAGEMENT,SSCI,"13,479",9.1,Q1,2.29,11.85%
LEADERSHIP QUARTERLY,LEADERSHIP QUART,ELSEVIER SCIENCE INC,1048-9843,1873-3409,"PSYCHOLOGY, APPLIED",SSCI,"13,479",9.1,Q1,2.29,11.85%
PHARMACOLOGICAL RESEARCH,PHARMACOL RES,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1043-6618,1096-1186,PHARMACOLOGY & PHARMACY,SCIE,"31,056",9.1,Q1,2.12,40.33%
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,PERGAMON-ELSEVIER SCIENCE LTD,0736-5845,1879-2537,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"10,509",9.1,Q1,2.07,15.18%
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,PERGAMON-ELSEVIER SCIENCE LTD,0736-5845,1879-2537,"ENGINEERING, MANUFACTURING",SCIE,"10,509",9.1,Q1,2.07,15.18%
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOT CIM-INT MANUF,PERGAMON-ELSEVIER SCIENCE LTD,0736-5845,1879-2537,ROBOTICS,SCIE,"10,509",9.1,Q1,2.07,15.18%
npj Urban Sustainability,NPJ URBAN SUSTAIN,SPRINGERNATURE,N/A,2661-8001,ENVIRONMENTAL STUDIES,ESCI,666,9.1,Q1,2.04,100%
npj Urban Sustainability,NPJ URBAN SUSTAIN,SPRINGERNATURE,N/A,2661-8001,URBAN STUDIES,ESCI,666,9.1,Q1,2.04,100%
CANCER LETTERS,CANCER LETT,ELSEVIER IRELAND LTD,0304-3835,1872-7980,ONCOLOGY,SCIE,"40,118",9.1,Q1,1.98,28.32%
Circulation-Arrhythmia and Electrophysiology,CIRC-ARRHYTHMIA ELEC,LIPPINCOTT WILLIAMS & WILKINS,1941-3149,1941-3084,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"9,251",9.1,Q1,1.95,20.71%
JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,OXFORD UNIV PRESS INC,1195-1982,1708-8305,INFECTIOUS DISEASES,SCIE,"4,344",9.1,Q1,1.57,36.16%
JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,OXFORD UNIV PRESS INC,1195-1982,1708-8305,"MEDICINE, GENERAL & INTERNAL",SCIE,"4,344",9.1,Q1,1.57,36.16%
JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,OXFORD UNIV PRESS INC,1195-1982,1708-8305,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"4,344",9.1,Q1,1.57,36.16%
npj 2D Materials and Applications,NPJ 2D MATER APPL,NATURE PORTFOLIO,N/A,2397-7132,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"3,863",9.1,Q1,1.39,100%
npj 2D Materials and Applications,NPJ 2D MATER APPL,NATURE PORTFOLIO,N/A,2397-7132,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,863",9.1,Q1,1.39,100%
npj 2D Materials and Applications,NPJ 2D MATER APPL,NATURE PORTFOLIO,N/A,2397-7132,"PHYSICS, APPLIED",SCIE,"3,863",9.1,Q1,1.39,100%
Annual Review of Nuclear and Particle Science,ANNU REV NUCL PART S,ANNUAL REVIEWS,0163-8998,1545-4134,"PHYSICS, NUCLEAR",SCIE,"3,576",9.1,Q1,1.33,77.78%
Annual Review of Nuclear and Particle Science,ANNU REV NUCL PART S,ANNUAL REVIEWS,0163-8998,1545-4134,"PHYSICS, PARTICLES & FIELDS",SCIE,"3,576",9.1,Q1,1.33,77.78%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
